current_handle,proposed_handle,current_url,proposed_url,swedish_detected,recommendation,execute_phase,status,title
3-in-1-pure-color-silicone-stylus-pen-protective-case-set-for-apple-pencil-2light-purple,3-in-1-pure-color-silicone-stylus-pen-protective-case-set-for-apple-pencil-2light-purple,/products/3-in-1-pure-color-silicone-stylus-pen-protective-case-set-for-apple-pencil-2light-purple,/products/3-in-1-pure-color-silicone-stylus-pen-protective-case-set-for-apple-pencil-2light-purple,NO,KEEP,6_REVIEW_ONLY,DRAFT,3 in 1 Pure Color Silicone Stylus Pen Protective Case Set for Apple Pencil 2(Light Purple)
magnetiskt-milanese-armband-apple-watch-46mm-titan,magnetiskt-milanese-armband-apple-watch-46mm-titan,/products/magnetiskt-milanese-armband-apple-watch-46mm-titan,/products/magnetiskt-milanese-armband-apple-watch-46mm-titan,NO,KEEP,6_REVIEW_ONLY,DRAFT,apple watch 5 46mm - Magnetiskt Milanese Armband för Apple Watch 46mm
al30-360-adjustable-gooseneck-uv-lamp-eyelash-extension-nail-art-6w-led-light-curing-dryerblack,al30-360-adjustable-gooseneck-uv-lamp-eyelash-extension-nail-art-6w-led-light-curing-dryerblack,/products/al30-360-adjustable-gooseneck-uv-lamp-eyelash-extension-nail-art-6w-led-light-curing-dryerblack,/products/al30-360-adjustable-gooseneck-uv-lamp-eyelash-extension-nail-art-6w-led-light-curing-dryerblack,NO,KEEP,6_REVIEW_ONLY,DRAFT,AL30 360 Adjustable Gooseneck UV Lamp Eyelash Extension / Nail Art 6W LED Light Curing Dryer(Black)
for-huawei-mate-30-cat-tree-embossing-pattern-shockproof-protective-case-with-card-slots-photo-framebrown,for-huawei-mate-30-cat-tree-embossing-pattern-shockproof-protective-case-with-card-slots-photo-framebrown,/products/for-huawei-mate-30-cat-tree-embossing-pattern-shockproof-protective-case-with-card-slots-photo-framebrown,/products/for-huawei-mate-30-cat-tree-embossing-pattern-shockproof-protective-case-with-card-slots-photo-framebrown,NO,KEEP,6_REVIEW_ONLY,DRAFT,Huawei Mate 30 Cat Tree Plånboksfodral med Prägling
huawei-mate-30-skal,huawei-mate-30-shell,/products/huawei-mate-30-skal,/products/huawei-mate-30-shell,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,Huawei Mate 30 skal - Skyddsfodral med Cat Tree design
al30-360-adjustable-gooseneck-uv-lamp-eyelash-extension-nail-art-6w-led-light-curing-dryerwhite,al30-360-adjustable-gooseneck-uv-lamp-eyelash-extension-nail-art-6w-led-light-curing-dryerwhite,/products/al30-360-adjustable-gooseneck-uv-lamp-eyelash-extension-nail-art-6w-led-light-curing-dryerwhite,/products/al30-360-adjustable-gooseneck-uv-lamp-eyelash-extension-nail-art-6w-led-light-curing-dryerwhite,NO,KEEP,6_REVIEW_ONLY,DRAFT,AL30 360 Adjustable Gooseneck UV Lamp Eyelash Extension / Nail Art 6W LED Light Curing Dryer(White)
magnetiskt-milanese-armband-apple-watch-46mm,magnetiskt-milanese-armband-apple-watch-46mm,/products/magnetiskt-milanese-armband-apple-watch-46mm,/products/magnetiskt-milanese-armband-apple-watch-46mm,NO,KEEP,6_REVIEW_ONLY,DRAFT,Magnetiskt Milanese Armband för Apple Watch 46mm
for-huawei-mate-30-cat-tree-embossing-pattern-shockproof-protective-case-with-card-slots-photo-frameblack,for-huawei-mate-30-cat-tree-embossing-pattern-shockproof-protective-case-with-card-slots-photo-frameblack,/products/for-huawei-mate-30-cat-tree-embossing-pattern-shockproof-protective-case-with-card-slots-photo-frameblack,/products/for-huawei-mate-30-cat-tree-embossing-pattern-shockproof-protective-case-with-card-slots-photo-frameblack,NO,KEEP,6_REVIEW_ONLY,DRAFT,For Huawei Mate 30 Cat Tree Embossing Pattern Shockproof Protective Case with Card Slots & Photo Frame(Black)
for-huawei-mate-30-cat-tree-embossing-pattern-shockproof-protective-case-with-card-slots-photo-framepurple,for-huawei-mate-30-cat-tree-embossing-pattern-shockproof-protective-case-with-card-slots-photo-framepurple,/products/for-huawei-mate-30-cat-tree-embossing-pattern-shockproof-protective-case-with-card-slots-photo-framepurple,/products/for-huawei-mate-30-cat-tree-embossing-pattern-shockproof-protective-case-with-card-slots-photo-framepurple,NO,KEEP,6_REVIEW_ONLY,DRAFT,For Huawei Mate 30 Cat Tree Embossing Pattern Shockproof Protective Case with Card Slots & Photo Frame(Purple)
ipad-2025-2022-3-lager-skyddsfodral-marinbla-lime,ipad-2025-2022-3-lager-protectionsfodral-marinbla-lime,/products/ipad-2025-2022-3-lager-skyddsfodral-marinbla-lime,/products/ipad-2025-2022-3-lager-protectionsfodral-marinbla-lime,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,iPad 2025 / 2022 3-Layer - 3-Lagers Skyddsfodral för iPad 2025 / 2022
magnetiskt-milanese-armband-apple-watch-8-46mm-tit,magnetiskt-milanese-armband-apple-watch-8-46mm-tit,/products/magnetiskt-milanese-armband-apple-watch-8-46mm-tit,/products/magnetiskt-milanese-armband-apple-watch-8-46mm-tit,NO,KEEP,6_REVIEW_ONLY,DRAFT,Magnetiskt Milanese Armband för Apple Watch 8 46mm
robust-tpu-armband-apple-watch-46mm-svart-stjarna,robust-tpu-armband-apple-watch-46mm-svart-stjarna,/products/robust-tpu-armband-apple-watch-46mm-svart-stjarna,/products/robust-tpu-armband-apple-watch-46mm-svart-stjarna,NO,KEEP,6_REVIEW_ONLY,DRAFT,apple watch 46 mm - Robust TPU-Armband för Apple Watch 46mm och 49mm
for-huawei-mate-30-cat-tree-embossing-pattern-shockproof-protective-case-with-card-slots-photo-framered,for-huawei-mate-30-cat-tree-embossing-pattern-shockproof-protective-case-with-card-slots-photo-framered,/products/for-huawei-mate-30-cat-tree-embossing-pattern-shockproof-protective-case-with-card-slots-photo-framered,/products/for-huawei-mate-30-cat-tree-embossing-pattern-shockproof-protective-case-with-card-slots-photo-framered,NO,KEEP,6_REVIEW_ONLY,DRAFT,Huawei Mate 30 Cat Tree Stöttåligt Fodral
robust-armband-apple-watch-4-46mm-svart-bla,robust-armband-apple-watch-4-46mm-svart-bla,/products/robust-armband-apple-watch-4-46mm-svart-bla,/products/robust-armband-apple-watch-4-46mm-svart-bla,NO,KEEP,6_REVIEW_ONLY,DRAFT,Slitstarkt Armband för Apple Watch 4 46mm
huawei-mate-30-kattmotiv-case-stotsakert-gron,huawei-mate-30-kattmotiv-case-stotsakert-gron,/products/huawei-mate-30-kattmotiv-case-stotsakert-gron,/products/huawei-mate-30-kattmotiv-case-stotsakert-gron,NO,KEEP,6_REVIEW_ONLY,DRAFT,Kattmotiv Fodral för Huawei Mate 30 – Grön
for-huawei-mate-30-cat-tree-embossing-pattern-shockproof-protective-case-with-card-slots-photo-framerose-gold,for-huawei-mate-30-cat-tree-embossing-pattern-shockproof-protective-case-with-card-slots-photo-framerose-gold,/products/for-huawei-mate-30-cat-tree-embossing-pattern-shockproof-protective-case-with-card-slots-photo-framerose-gold,/products/for-huawei-mate-30-cat-tree-embossing-pattern-shockproof-protective-case-with-card-slots-photo-framerose-gold,NO,KEEP,6_REVIEW_ONLY,DRAFT,Huawei Mate 30 Cat Tree Plånboksfodral i Rose Guld
apple-watch-4-46mm-vasaka-tpu-armband,apple-watch-4-46mm-vasaka-tpu-armband,/products/apple-watch-4-46mm-vasaka-tpu-armband,/products/apple-watch-4-46mm-vasaka-tpu-armband,NO,KEEP,6_REVIEW_ONLY,DRAFT,apple watch 4 46mm väska - Robust TPU-armband för Apple Watch 46mm
kalebol-outdoor-explorer-armband-apple-watch-46mm,kalebol-outdoor-explorer-armband-apple-watch-46mm,/products/kalebol-outdoor-explorer-armband-apple-watch-46mm,/products/kalebol-outdoor-explorer-armband-apple-watch-46mm,NO,KEEP,6_REVIEW_ONLY,DRAFT,apple watch 6 46mm - Kalebol Outdoor Explorer Armband för Apple Watch
klockarmband-apple-watch-46mm-49mm-titan-svart,klockarmband-apple-watch-46mm-49mm-titan-svart,/products/klockarmband-apple-watch-46mm-49mm-titan-svart,/products/klockarmband-apple-watch-46mm-49mm-titan-svart,NO,KEEP,6_REVIEW_ONLY,DRAFT,apple watch 7 46 mm - Robust Klockarmband för Apple Watch 46mm
huawei-watch-22mm-laderarmband-svart,huawei-watch-22mm-laderarmband-svart,/products/huawei-watch-22mm-laderarmband-svart,/products/huawei-watch-22mm-laderarmband-svart,NO,KEEP,6_REVIEW_ONLY,DRAFT,huawei watch 22mm - Läderarmband 22mm för Huawei Watch 3 / 3 Pro
klockarmband-apple-watch-46mm-49mm-45mm-tpu-titan,klockarmband-apple-watch-46mm-49mm-45mm-tpu-titan,/products/klockarmband-apple-watch-46mm-49mm-45mm-tpu-titan,/products/klockarmband-apple-watch-46mm-49mm-45mm-tpu-titan,NO,KEEP,6_REVIEW_ONLY,DRAFT,Apple Watch 46mm / 49mm / 45mm - Metallkoppling TPU Klockarmband
ljusrosa-laderarmband-huawei-watch-gt-2-22mm,ljusrosa-laderarmband-huawei-watch-gt-2-22mm,/products/ljusrosa-laderarmband-huawei-watch-gt-2-22mm,/products/ljusrosa-laderarmband-huawei-watch-gt-2-22mm,NO,KEEP,6_REVIEW_ONLY,DRAFT,Ljusrosa Läderarmband för Huawei Watch GT 2 22mm
magnetic-buckle-retro-crazy-horse-texture-horizontal-flip-leather-case-for-zte-blade-a5-2019-with-holder-card-slots-photo-frameblack,magnetic-buckle-retro-crazy-horse-texture-horizontal-flip-leather-case-for-zte-blade-a5-2019-with-holder-card-slots-photo-frameblack,/products/magnetic-buckle-retro-crazy-horse-texture-horizontal-flip-leather-case-for-zte-blade-a5-2019-with-holder-card-slots-photo-frameblack,/products/magnetic-buckle-retro-crazy-horse-texture-horizontal-flip-leather-case-for-zte-blade-a5-2019-with-holder-card-slots-photo-frameblack,NO,KEEP,6_REVIEW_ONLY,DRAFT,"Magnetic Buckle Retro Crazy Horse Texture Horizontal Flip Leather Case for ZTE Blade A5 (2019) , with Holder & Card Slots & Photo Frame(Black)"
k-skin-kd817-facial-scratch-pad-dredge-meridian-soothing-fatigue-scraping-plate-electric-massager-soothing-stress-usb-chargingwhite,k-skin-kd817-facial-scratch-pad-dredge-meridian-soothing-fatigue-scraping-plate-electric-massager-soothing-stress-usb-chargingwhite,/products/k-skin-kd817-facial-scratch-pad-dredge-meridian-soothing-fatigue-scraping-plate-electric-massager-soothing-stress-usb-chargingwhite,/products/k-skin-kd817-facial-scratch-pad-dredge-meridian-soothing-fatigue-scraping-plate-electric-massager-soothing-stress-usb-chargingwhite,NO,KEEP,6_REVIEW_ONLY,DRAFT,K-SKIN KD817 Facial Scratch Elektrisk Massagemaskin
wireless-earphones-silicone-case-with-switch-carabiner-for-samsung-galaxy-buds-live-buds2-buds-pro-buds2-prodark-blue,wireless-earphones-silicone-case-with-switch-carabiner-for-samsung-galaxy-buds-live-buds2-buds-pro-buds2-prodark-blue,/products/wireless-earphones-silicone-case-with-switch-carabiner-for-samsung-galaxy-buds-live-buds2-buds-pro-buds2-prodark-blue,/products/wireless-earphones-silicone-case-with-switch-carabiner-for-samsung-galaxy-buds-live-buds2-buds-pro-buds2-prodark-blue,NO,KEEP,6_REVIEW_ONLY,DRAFT,Wireless Earphones Silicone - Skyddande Silikonfodral för Samsung
brushed-texture-carbon-fiber-tpu-case-for-nokia-2-2black,brushed-texture-carbon-fiber-tpu-case-for-nokia-2-2black,/products/brushed-texture-carbon-fiber-tpu-case-for-nokia-2-2black,/products/brushed-texture-carbon-fiber-tpu-case-for-nokia-2-2black,NO,KEEP,6_REVIEW_ONLY,DRAFT,Svart Kolfiberskal för Nokia 2.2
brushed-texture-carbon-fiber-tpu-case-for-nokia-2-2navy-blue,brushed-texture-carbon-fiber-tpu-case-for-nokia-2-2navy-blue,/products/brushed-texture-carbon-fiber-tpu-case-for-nokia-2-2navy-blue,/products/brushed-texture-carbon-fiber-tpu-case-for-nokia-2-2navy-blue,NO,KEEP,6_REVIEW_ONLY,DRAFT,nokia 2.2 skal - Borstat Kolfiberskal för Nokia 2.2
brushed-texture-carbon-fiber-tpu-case-for-nokia-2-2red,brushed-texture-carbon-fiber-tpu-case-for-nokia-2-2red,/products/brushed-texture-carbon-fiber-tpu-case-for-nokia-2-2red,/products/brushed-texture-carbon-fiber-tpu-case-for-nokia-2-2red,NO,KEEP,6_REVIEW_ONLY,DRAFT,Brushed Texture Carbon Fiber - Rött Mobilskal med Borstad
honor-magic-vs-abeel-integrerat-laderfodral-bla,honor-magic-vs-abeel-integrerat-laderfodral-bla,/products/honor-magic-vs-abeel-integrerat-laderfodral-bla,/products/honor-magic-vs-abeel-integrerat-laderfodral-bla,NO,KEEP,6_REVIEW_ONLY,DRAFT,Honor Magic Vs ABEEL - ABEEL Läderfodral för Honor Magic
ljusblatt-laderarmband-huawei-watch-3-3-pro-22mm,ljusblatt-laderarmband-huawei-watch-3-3-pro-22mm,/products/ljusblatt-laderarmband-huawei-watch-3-3-pro-22mm,/products/ljusblatt-laderarmband-huawei-watch-3-3-pro-22mm,NO,KEEP,6_REVIEW_ONLY,DRAFT,Läderarmband Ljusblå för Huawei Watch 3 / 3 Pro 22mm
electroplating-mirror-horizontal-flip-leather-case-for-huawei-honor-20-with-holderblack,electroplating-mirror-horizontal-flip-leather-case-for-huawei-honor-20-with-holderblack,/products/electroplating-mirror-horizontal-flip-leather-case-for-huawei-honor-20-with-holderblack,/products/electroplating-mirror-horizontal-flip-leather-case-for-huawei-honor-20-with-holderblack,NO,KEEP,6_REVIEW_ONLY,DRAFT,Spegelblankt Läderfodral med Electroplating Mirror
retro-crazy-horse-texture-horizontal-flip-leather-case-for-motorola-moto-z4-z4-play-with-holder-card-slots-photo-framegold,retro-crazy-horse-texture-horizontal-flip-leather-case-for-motorola-moto-z4-z4-play-with-holder-card-slots-photo-framegold,/products/retro-crazy-horse-texture-horizontal-flip-leather-case-for-motorola-moto-z4-z4-play-with-holder-card-slots-photo-framegold,/products/retro-crazy-horse-texture-horizontal-flip-leather-case-for-motorola-moto-z4-z4-play-with-holder-card-slots-photo-framegold,NO,KEEP,6_REVIEW_ONLY,DRAFT,"Retro Crazy Horse Texture Horizontal Flip Leather Case for Motorola Moto Z4/Z4 Play, with Holder & Card Slots & Photo Frame(Gold)"
retro-crazy-horse-texture-horizontal-flip-leather-case-for-motorola-moto-z4-z4-play-with-holder-card-slots-photo-framebrown,retro-crazy-horse-texture-horizontal-flip-leather-case-for-motorola-moto-z4-z4-play-with-holder-card-slots-photo-framebrown,/products/retro-crazy-horse-texture-horizontal-flip-leather-case-for-motorola-moto-z4-z4-play-with-holder-card-slots-photo-framebrown,/products/retro-crazy-horse-texture-horizontal-flip-leather-case-for-motorola-moto-z4-z4-play-with-holder-card-slots-photo-framebrown,NO,KEEP,6_REVIEW_ONLY,DRAFT,"Retro Crazy Horse Texture Horizontal Flip Leather Case for Motorola Moto Z4/Z4 Play, with Holder & Card Slots & Photo Frame(Brown)"
magnetic-buckle-retro-crazy-horse-texture-horizontal-flip-leather-case-for-zte-blade-a5-2019-with-holder-card-slots-photo-framered,magnetic-buckle-retro-crazy-horse-texture-horizontal-flip-leather-case-for-zte-blade-a5-2019-with-holder-card-slots-photo-framered,/products/magnetic-buckle-retro-crazy-horse-texture-horizontal-flip-leather-case-for-zte-blade-a5-2019-with-holder-card-slots-photo-framered,/products/magnetic-buckle-retro-crazy-horse-texture-horizontal-flip-leather-case-for-zte-blade-a5-2019-with-holder-card-slots-photo-framered,NO,KEEP,6_REVIEW_ONLY,DRAFT,"Magnetic Buckle Retro Crazy Horse Texture Horizontal Flip Leather Case for ZTE Blade A5 (2019) , with Holder & Card Slots & Photo Frame(Red)"
retro-crazy-horse-texture-horizontal-flip-leather-case-for-motorola-moto-z4-z4-play-with-holder-card-slots-photo-framered,retro-crazy-horse-texture-horizontal-flip-leather-case-for-motorola-moto-z4-z4-play-with-holder-card-slots-photo-framered,/products/retro-crazy-horse-texture-horizontal-flip-leather-case-for-motorola-moto-z4-z4-play-with-holder-card-slots-photo-framered,/products/retro-crazy-horse-texture-horizontal-flip-leather-case-for-motorola-moto-z4-z4-play-with-holder-card-slots-photo-framered,NO,KEEP,6_REVIEW_ONLY,DRAFT,"Retro Crazy Horse Texture Horizontal Flip Leather Case for Motorola Moto Z4/Z4 Play, with Holder & Card Slots & Photo Frame(Red)"
case-huawei-matepad-11-5-2023-custer-struktur-mo,case-huawei-matepad-11-5-2023-custer-struktur-mo,/products/case-huawei-matepad-11-5-2023-custer-struktur-mo,/products/case-huawei-matepad-11-5-2023-custer-struktur-mo,NO,KEEP,6_REVIEW_ONLY,DRAFT,Skyddsfodral till Huawei MatePad 11.5 2023
retro-crazy-horse-texture-horizontal-flip-leather-case-for-motorola-moto-z4-z4-play-with-holder-card-slots-photo-frameblack,retro-crazy-horse-texture-horizontal-flip-leather-case-for-motorola-moto-z4-z4-play-with-holder-card-slots-photo-frameblack,/products/retro-crazy-horse-texture-horizontal-flip-leather-case-for-motorola-moto-z4-z4-play-with-holder-card-slots-photo-frameblack,/products/retro-crazy-horse-texture-horizontal-flip-leather-case-for-motorola-moto-z4-z4-play-with-holder-card-slots-photo-frameblack,NO,KEEP,6_REVIEW_ONLY,DRAFT,"Retro Crazy Horse Texture Horizontal Flip Leather Case for Motorola Moto Z4/Z4 Play, with Holder & Card Slots & Photo Frame(Black)"
scooter-front-fork-protection-cover-for-ninebot-max-g30-specification-cover-reflective-sticker,scooter-front-fork-protection-cover-for-ninebot-max-g30-specification-cover-reflective-sticker,/products/scooter-front-fork-protection-cover-for-ninebot-max-g30-specification-cover-reflective-sticker,/products/scooter-front-fork-protection-cover-for-ninebot-max-g30-specification-cover-reflective-sticker,NO,KEEP,6_REVIEW_ONLY,DRAFT,"Scooter Front Fork Protection Cover For Ninebot MAX G30, Specification: Cover+Reflective Sticker"
42v-2a-5525-dc-head-electric-scooter-smart-charger-36v-lithium-battery-charger-plug-eu,42v-2a-5525-dc-head-electric-scooter-smart-charger-36v-lithium-battery-charger-plug-eu,/products/42v-2a-5525-dc-head-electric-scooter-smart-charger-36v-lithium-battery-charger-plug-eu,/products/42v-2a-5525-dc-head-electric-scooter-smart-charger-36v-lithium-battery-charger-plug-eu,NO,KEEP,6_REVIEW_ONLY,DRAFT,"42V 2A 5525 DC Head Electric Scooter Smart Charger 36V Lithium Battery Charger, Plug: EU"
outer-tire-85-65-6-5-widened-and-thickened-scooter-tire-for-kugoo-g-booster-g2-pro-xiaomi-mini-pro,outer-tire-85-65-6-5-widened-and-thickened-scooter-tire-for-kugoo-g-booster-g2-pro-xiaomi-mini-pro,/products/outer-tire-85-65-6-5-widened-and-thickened-scooter-tire-for-kugoo-g-booster-g2-pro-xiaomi-mini-pro,/products/outer-tire-85-65-6-5-widened-and-thickened-scooter-tire-for-kugoo-g-booster-g2-pro-xiaomi-mini-pro,NO,KEEP,6_REVIEW_ONLY,DRAFT,"Outer Tire 85/65-6.5 Widened and Thickened Scooter Tire, For Kugoo G-Booster / G2 Pro & Xiaomi Mini Pro"
inner-tire-85-65-6-5-widened-and-thickened-scooter-tire-for-kugoo-g-booster-g2-pro-xiaomi-mini-pro,inner-tire-85-65-6-5-widened-and-thickened-scooter-tire-for-kugoo-g-booster-g2-pro-xiaomi-mini-pro,/products/inner-tire-85-65-6-5-widened-and-thickened-scooter-tire-for-kugoo-g-booster-g2-pro-xiaomi-mini-pro,/products/inner-tire-85-65-6-5-widened-and-thickened-scooter-tire-for-kugoo-g-booster-g2-pro-xiaomi-mini-pro,NO,KEEP,6_REVIEW_ONLY,DRAFT,"Inner Tire 85/65-6.5 Widened and Thickened Scooter Tire, For Kugoo G-Booster / G2 Pro & Xiaomi Mini Pro"
for-xiaomi-m365-pro-1s-skateboard-accessories-front-fork-plastic-protection-cover-reflecting-bar-setblack,for-xiaomi-m365-pro-1s-skateboard-accessories-front-fork-plastic-protection-cover-reflecting-bar-setblack,/products/for-xiaomi-m365-pro-1s-skateboard-accessories-front-fork-plastic-protection-cover-reflecting-bar-setblack,/products/for-xiaomi-m365-pro-1s-skateboard-accessories-front-fork-plastic-protection-cover-reflecting-bar-setblack,NO,KEEP,6_REVIEW_ONLY,DRAFT,For Xiaomi M365 / PRO / 1S Skateboard Accessories Front Fork Plastic Protection Cover Reflecting Bar Set(Black)
for-xiaomi-m365-pro-electric-scooter-inner-tire-outer-tireblack,for-xiaomi-m365-pro-electric-scooter-inner-tire-outer-tireblack,/products/for-xiaomi-m365-pro-electric-scooter-inner-tire-outer-tireblack,/products/for-xiaomi-m365-pro-electric-scooter-inner-tire-outer-tireblack,NO,KEEP,6_REVIEW_ONLY,DRAFT,For Xiaomi M365 / Pro Electric Scooter Inner Tire+Outer Tire(Black)
for-xiaomi-m365-pro-1s-skateboard-accessories-front-fork-plastic-protection-cover-reflecting-bar-setwhite,for-xiaomi-m365-pro-1s-skateboard-accessories-front-fork-plastic-protection-cover-reflecting-bar-setwhite,/products/for-xiaomi-m365-pro-1s-skateboard-accessories-front-fork-plastic-protection-cover-reflecting-bar-setwhite,/products/for-xiaomi-m365-pro-1s-skateboard-accessories-front-fork-plastic-protection-cover-reflecting-bar-setwhite,NO,KEEP,6_REVIEW_ONLY,DRAFT,For Xiaomi M365 / PRO / 1S Skateboard Accessories Front Fork Plastic Protection Cover Reflecting Bar Set(White)
magnetic-buckle-retro-crazy-horse-texture-horizontal-flip-leather-case-for-zte-blade-a5-2019-with-holder-card-slots-photo-framebrown,magnetic-buckle-retro-crazy-horse-texture-horizontal-flip-leather-case-for-zte-blade-a5-2019-with-holder-card-slots-photo-framebrown,/products/magnetic-buckle-retro-crazy-horse-texture-horizontal-flip-leather-case-for-zte-blade-a5-2019-with-holder-card-slots-photo-framebrown,/products/magnetic-buckle-retro-crazy-horse-texture-horizontal-flip-leather-case-for-zte-blade-a5-2019-with-holder-card-slots-photo-framebrown,NO,KEEP,6_REVIEW_ONLY,DRAFT,"Magnetic Buckle Retro Crazy Horse Texture Horizontal Flip Leather Case for ZTE Blade A5 (2019) , with Holder & Card Slots & Photo Frame(Brown)"
solid-color-silicone-earphone-protective-case-for-airpods-3-with-hookwhite,solid-color-silicone-earphone-protective-case-for-airpods-3-with-hookwhite,/products/solid-color-silicone-earphone-protective-case-for-airpods-3-with-hookwhite,/products/solid-color-silicone-earphone-protective-case-for-airpods-3-with-hookwhite,NO,KEEP,6_REVIEW_ONLY,DRAFT,"Solid Color Silicone Earphone Protective Case for AirPods 3, with Hook(White)"
magnetic-buckle-retro-crazy-horse-texture-horizontal-flip-leather-case-for-zte-blade-a5-2019-with-holder-card-slots-photo-frameblue,magnetic-buckle-retro-crazy-horse-texture-horizontal-flip-leather-case-for-zte-blade-a5-2019-with-holder-card-slots-photo-frameblue,/products/magnetic-buckle-retro-crazy-horse-texture-horizontal-flip-leather-case-for-zte-blade-a5-2019-with-holder-card-slots-photo-frameblue,/products/magnetic-buckle-retro-crazy-horse-texture-horizontal-flip-leather-case-for-zte-blade-a5-2019-with-holder-card-slots-photo-frameblue,NO,KEEP,6_REVIEW_ONLY,DRAFT,"Magnetic Buckle Retro Crazy Horse Texture Horizontal Flip Leather Case for ZTE Blade A5 (2019) , with Holder & Card Slots & Photo Frame(Blue)"
retro-magnetic-floating-bulb-wood-color-substrate-led-home-decoration-lamp,retro-magnetic-floating-bulb-wood-color-substrate-led-home-decoration-lamp,/products/retro-magnetic-floating-bulb-wood-color-substrate-led-home-decoration-lamp,/products/retro-magnetic-floating-bulb-wood-color-substrate-led-home-decoration-lamp,NO,KEEP,6_REVIEW_ONLY,DRAFT,Retro Magnetic Floating Bulb med Magnetisk Träbas
solid-color-silicone-earphone-protective-case-for-airpods-3-with-hookpine-needle-green,solid-color-silicone-earphone-protective-case-for-airpods-3-with-hookpine-needle-green,/products/solid-color-silicone-earphone-protective-case-for-airpods-3-with-hookpine-needle-green,/products/solid-color-silicone-earphone-protective-case-for-airpods-3-with-hookpine-needle-green,NO,KEEP,6_REVIEW_ONLY,DRAFT,"Solid Color Silicone Earphone Protective Case for AirPods 3, with Hook(Pine Needle Green)"
lenovo-tab-m8-custer-texture-case-gra,lenovo-tab-m8-custer-texture-case-gra,/products/lenovo-tab-m8-custer-texture-case-gra,/products/lenovo-tab-m8-custer-texture-case-gra,NO,KEEP,6_REVIEW_ONLY,DRAFT,Fodral till Lenovo Tab M8 Custer Texture Grå
lenovo-tab-m8-case-svart-vikbart-tpu,lenovo-tab-m8-case-svart-vikbart-tpu,/products/lenovo-tab-m8-case-svart-vikbart-tpu,/products/lenovo-tab-m8-case-svart-vikbart-tpu,NO,KEEP,6_REVIEW_ONLY,DRAFT,Skyddande Fodral för Lenovo Tab M8 med Stativfunktion
lenovo-tab-p11-case-silikon-rod,lenovo-tab-p11-case-silicone-rod,/products/lenovo-tab-p11-case-silikon-rod,/products/lenovo-tab-p11-case-silicone-rod,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,lenovo tab p11 fodral - Skyddande Silikonfodral för Lenovo Tab P11
solid-color-silicone-earphone-protective-case-for-airpods-3-with-hooklight-blue,solid-color-silicone-earphone-protective-case-for-airpods-3-with-hooklight-blue,/products/solid-color-silicone-earphone-protective-case-for-airpods-3-with-hooklight-blue,/products/solid-color-silicone-earphone-protective-case-for-airpods-3-with-hooklight-blue,NO,KEEP,6_REVIEW_ONLY,DRAFT,"Solid Color Silicone Earphone Protective Case for AirPods 3, with Hook(Light Blue)"
retro-crazy-horse-texture-horizontal-flip-leather-case-for-huawei-honor-20-with-holder-card-slots-photo-framebrown,retro-crazy-horse-texture-horizontal-flip-leather-case-for-huawei-honor-20-with-holder-card-slots-photo-framebrown,/products/retro-crazy-horse-texture-horizontal-flip-leather-case-for-huawei-honor-20-with-holder-card-slots-photo-framebrown,/products/retro-crazy-horse-texture-horizontal-flip-leather-case-for-huawei-honor-20-with-holder-card-slots-photo-framebrown,NO,KEEP,6_REVIEW_ONLY,DRAFT,Retro Plånboksfodral i Läder för Huawei Honor 20
tfsm100-1-4-male-to-female-action-camera-quick-release-adapter-tripod-accessories,tfsm100-1-4-male-to-female-action-camera-quick-release-adapter-tripod-accessories,/products/tfsm100-1-4-male-to-female-action-camera-quick-release-adapter-tripod-accessories,/products/tfsm100-1-4-male-to-female-action-camera-quick-release-adapter-tripod-accessories,NO,KEEP,6_REVIEW_ONLY,DRAFT,TFSM100 1/4 Male To Female Snabbadapter
solid-color-silicone-earphone-protective-case-for-airpods-3-with-hookyellow,solid-color-silicone-earphone-protective-case-for-airpods-3-with-hookyellow,/products/solid-color-silicone-earphone-protective-case-for-airpods-3-with-hookyellow,/products/solid-color-silicone-earphone-protective-case-for-airpods-3-with-hookyellow,NO,KEEP,6_REVIEW_ONLY,DRAFT,"Solid Color Silicone Earphone Protective Case for AirPods 3, with Hook(Yellow)"
tfsm062-three-slot-adapter-camera-cage-360-degree-rotating-connector-tripod-1-4-inch-adapter,tfsm062-three-slot-adapter-camera-cage-360-degree-rotating-connector-tripod-1-4-inch-adapter,/products/tfsm062-three-slot-adapter-camera-cage-360-degree-rotating-connector-tripod-1-4-inch-adapter,/products/tfsm062-three-slot-adapter-camera-cage-360-degree-rotating-connector-tripod-1-4-inch-adapter,NO,KEEP,6_REVIEW_ONLY,DRAFT,TFSM062 Three-Slot Adapter - TFSM062 Roterbar Adapter med Tre Slitsar
